"DR_NO","Date.Rptd","DATE.OCC","TIME.OCC","AREA","AREA.NAME","Rpt.Dist.No","Part.1.2","Crm.Cd","Crm.Cd.Desc","Vict.Age","Vict.Sex","Vict.Descent","Premis.Cd","Premis.Desc","Status","Status.Desc","LOCATION","LAT","LON","Time.to.reports","Delayed_Report","Time_Slots_Happening","Weekdays_of_DateOcc"
202008613,2020-04-14,2020-04-13,1800,20,"Olympic",2022,1,330,"BURGLARY FROM VEHICLE",43,"M","H",102,"SIDEWALK","IC","Invest Cont","4300 W  3RD                          ST",34.069,-118.3135,1,"0","Afternoon","Monday"
200604701,2020-01-16,2020-01-15,2240,6,"Hollywood",647,1,330,"BURGLARY FROM VEHICLE",41,"M","W",108,"PARKING LOT","IC","Invest Cont","5700 W  SUNSET                       BL",34.0998,-118.3211,1,"0","Evening","Wednesday"
231606972,2023-04-04,2023-04-03,2230,16,"Foothill",1641,1,330,"BURGLARY FROM VEHICLE",23,"M","H",101,"STREET","IC","Invest Cont","10100    LAUREL CANYON                BL",34.2536,-118.4266,1,"0","Evening","Monday"
201308836,2020-03-29,2020-03-28,2000,13,"Newton",1362,1,330,"BURGLARY FROM VEHICLE",37,"M","H",707,"GARAGE/CARPORT","IC","Invest Cont","5000 S  MAIN                         ST",33.9974,-118.274,1,"0","Evening","Saturday"
200710642,2020-06-12,2020-06-07,300,7,"Wilshire",747,1,330,"BURGLARY FROM VEHICLE",41,"F","W",101,"STREET","IC","Invest Cont","1000 S  LONGWOOD                     AV",34.0571,-118.3384,5,"1","Midnight","Sunday"
230515256,2023-10-31,2023-10-19,345,5,"Harbor",521,1,330,"BURGLARY FROM VEHICLE",38,"M","H",101,"STREET","IC","Invest Cont","STONEWOOD",33.7642,-118.3081,12,"1","Midnight","Thursday"
210713793,2021-10-02,2021-08-26,1730,7,"Wilshire",764,1,330,"BURGLARY FROM VEHICLE",35,"F","H",101,"STREET","IC","Invest Cont","1500    CARMONA                      AV",34.0455,-118.3592,37,"1","Afternoon","Thursday"
241604973,2024-02-01,2024-01-25,1920,16,"Foothill",1635,1,330,"BURGLARY FROM VEHICLE",42,"M","O",101,"STREET","IC","Invest Cont","10900    WENTWORTH                    ST",34.2696,-118.3595,7,"1","Evening","Thursday"
210715302,2021-11-07,2021-11-05,2210,7,"Wilshire",745,1,330,"BURGLARY FROM VEHICLE",58,"F","B",504,"OTHER RESIDENCE","IC","Invest Cont","5300    EDGEWOOD                     PL",34.0545,-118.3466,2,"1","Evening","Friday"
230605385,2023-02-02,2023-02-02,1140,6,"Hollywood",668,1,330,"BURGLARY FROM VEHICLE",33,"M","O",108,"PARKING LOT","IC","Invest Cont","5600 W  SUNSET                       BL",34.0981,-118.3113,0,"0","Morning","Thursday"
230410385,2023-07-13,2023-07-12,2110,4,"Hollenbeck",421,1,330,"BURGLARY FROM VEHICLE",29,"M","W",101,"STREET","IC","Invest Cont","700    LAMAR                        ST",34.0639,-118.2237,1,"0","Evening","Wednesday"
201206076,2020-01-29,2020-01-29,140,12,"77th Street",1255,1,330,"BURGLARY FROM VEHICLE",21,"F","H",101,"STREET","IC","Invest Cont","1200 W  77TH                         ST",33.9703,-118.2962,0,"0","Midnight","Wednesday"
240208808,2024-04-13,2024-04-13,310,2,"Rampart",219,1,330,"BURGLARY FROM VEHICLE",22,"F","A",109,"PARK/PLAYGROUND","IC","Invest Cont","1000 W  SUNSET                       BL",34.064,-118.2478,0,"0","Midnight","Saturday"
230713636,2023-08-22,2023-08-21,1934,7,"Wilshire",776,1,330,"BURGLARY FROM VEHICLE",62,"F","B",104,"DRIVEWAY","IC","Invest Cont","1600    VINEYARD                     AV",34.047,-118.337,1,"0","Evening","Monday"
220125591,2022-12-02,2022-11-27,930,1,"Central",162,1,330,"BURGLARY FROM VEHICLE",50,"M","W",707,"GARAGE/CARPORT","IC","Invest Cont","800 S  FLOWER                       ST",34.0473,-118.2601,5,"1","Morning","Sunday"
221510878,2022-06-09,2022-06-08,545,15,"N Hollywood",1504,1,330,"BURGLARY FROM VEHICLE",32,"M","H",113,"TRUCK, COMMERICAL","IC","Invest Cont","11700    SATICOY                      ST",34.2085,-118.3878,1,"0","Morning","Wednesday"
232010012,2023-04-16,2023-04-06,1830,20,"Olympic",2019,1,330,"BURGLARY FROM VEHICLE",25,"F","B",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont","200 S  WESTMORELAND                 AV",34.0704,-118.2877,10,"1","Afternoon","Thursday"
221320901,2022-11-14,2022-11-14,1050,13,"Newton",1321,1,330,"BURGLARY FROM VEHICLE",56,"M","B",101,"STREET","IC","Invest Cont","20TH                         ST",34.0289,-118.2686,0,"0","Morning","Monday"
230811837,2023-07-12,2023-07-11,1600,8,"West LA",853,1,330,"BURGLARY FROM VEHICLE",25,"F","B",707,"GARAGE/CARPORT","IC","Invest Cont","1700    PURDUE                       AV",34.0442,-118.4494,1,"0","Afternoon","Tuesday"
200505763,2020-02-11,2020-02-10,2304,5,"Harbor",563,1,330,"BURGLARY FROM VEHICLE",36,"M","H",104,"DRIVEWAY","IC","Invest Cont","700 W  18TH                         ST",33.7279,-118.2924,1,"0","Evening","Monday"
200904734,2020-01-17,2020-01-16,2030,9,"Van Nuys",966,1,330,"BURGLARY FROM VEHICLE",28,"M","W",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont","5100    WOODMAN                      AV",34.1631,-118.4312,1,"0","Evening","Thursday"
231205737,2023-01-27,2022-10-27,1100,12,"77th Street",1243,1,330,"BURGLARY FROM VEHICLE",41,"F","B",101,"STREET","IC","Invest Cont","WESTERN                      AV",33.9798,-118.309,92,"1","Morning","Thursday"
231910615,2023-06-16,2023-06-15,1730,19,"Mission",1909,1,330,"BURGLARY FROM VEHICLE",40,"M","H",104,"DRIVEWAY","IC","Invest Cont","13600    SIMSHAW                      AV",34.319,-118.4125,1,"0","Afternoon","Thursday"
241108439,2024-04-30,2024-04-30,500,11,"Northeast",1181,1,330,"BURGLARY FROM VEHICLE",25,"F","W",101,"STREET","IC","Invest Cont","2200    MONTANA                      ST",34.0815,-118.2638,0,"0","Morning","Tuesday"
231811931,2023-06-13,2023-03-31,2104,18,"Southeast",1821,1,330,"BURGLARY FROM VEHICLE",43,"F","B",108,"PARKING LOT","IC","Invest Cont","500 W  CENTURY                      BL",33.9455,-118.2826,74,"1","Evening","Friday"
231404719,2023-01-06,2023-01-05,2123,14,"Pacific",1414,1,330,"BURGLARY FROM VEHICLE",39,"F","B",108,"PARKING LOT","IC","Invest Cont","700    FLOWER                       AV",33.9996,-118.469,1,"0","Evening","Thursday"
221716104,2022-10-28,2022-10-27,2225,17,"Devonshire",1777,1,330,"BURGLARY FROM VEHICLE",39,"F","H",101,"STREET","IC","Invest Cont","16300    PLUMMER                      ST",34.2429,-118.4881,1,"0","Evening","Thursday"
201422184,2020-12-26,2020-12-25,1400,14,"Pacific",1438,1,330,"BURGLARY FROM VEHICLE",29,"M","W",707,"GARAGE/CARPORT","IC","Invest Cont","10700    PALMS                        BL",34.0244,-118.4121,1,"0","Afternoon","Friday"
220608023,2022-03-23,2022-03-22,2100,6,"Hollywood",668,1,330,"BURGLARY FROM VEHICLE",22,"F","W",101,"STREET","IC","Invest Cont","1300 N  WILTON                       PL",34.0947,-118.3136,1,"0","Evening","Tuesday"
210907484,2021-03-29,2021-03-28,2135,9,"Van Nuys",981,1,330,"BURGLARY FROM VEHICLE",45,"F","W",108,"PARKING LOT","IC","Invest Cont","15200    SUTTON                       ST",34.1496,-118.4647,1,"0","Evening","Sunday"
202017181,2020-11-15,2020-11-13,2100,20,"Olympic",2021,1,330,"BURGLARY FROM VEHICLE",27,"F","O",101,"STREET","IC","Invest Cont","VAN NESS",34.069,-118.3151,2,"1","Evening","Friday"
201713888,2020-10-02,2020-09-29,1500,17,"Devonshire",1753,1,330,"BURGLARY FROM VEHICLE",35,"F","O",108,"PARKING LOT","IC","Invest Cont","10200    MASON                        AV",34.2551,-118.5798,3,"1","Afternoon","Tuesday"
220117092,2022-07-29,2022-07-22,1915,1,"Central",155,1,330,"BURGLARY FROM VEHICLE",34,"M","W",101,"STREET","IC","Invest Cont","500 S  LOS ANGELES                  ST",34.0461,-118.2475,7,"1","Evening","Friday"
211211778,2021-05-07,2021-05-07,400,12,"77th Street",1245,1,330,"BURGLARY FROM VEHICLE",35,"F","B",101,"STREET","AO","Adult Other","GAGE                         AV",33.9789,-118.2981,0,"0","Morning","Friday"
241410406,2024-06-13,2024-06-13,221,14,"Pacific",1494,1,330,"BURGLARY FROM VEHICLE",28,"M","H",212,"TRANSPORTATION FACILITY (AIRPORT)","IC","Invest Cont","700    WORLD                        WY",33.9431,-118.401,0,"0","Midnight","Thursday"
220615981,2022-08-16,2022-08-05,1730,6,"Hollywood",645,1,330,"BURGLARY FROM VEHICLE",28,"M","W",707,"GARAGE/CARPORT","IC","Invest Cont","6800    HOLLYWOOD                    BL",34.1016,-118.3387,11,"1","Afternoon","Friday"
201515962,2020-10-05,2020-10-04,2000,15,"N Hollywood",1541,1,330,"BURGLARY FROM VEHICLE",30,"M","O",108,"PARKING LOT","IC","Invest Cont","5000    WHITSETT                     AV",34.1638,-118.4087,1,"0","Evening","Sunday"
242012541,2024-10-15,2024-10-14,1915,20,"Olympic",2002,1,330,"BURGLARY FROM VEHICLE",50,"M","H",708,"CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)","IC","Invest Cont","MAPLEWOOD",34.0803,-118.3114,1,"0","Evening","Monday"
210711260,2021-07-24,2021-07-24,1700,7,"Wilshire",722,1,330,"BURGLARY FROM VEHICLE",24,"M","W",101,"STREET","IC","Invest Cont","400 S  SAN VICENTE                  BL",34.0709,-118.3761,0,"0","Afternoon","Saturday"
231914516,2023-09-23,2023-09-22,335,19,"Mission",1974,1,330,"BURGLARY FROM VEHICLE",47,"M","H",104,"DRIVEWAY","IC","Invest Cont","14800    BROADMOOR                    ST",34.2337,-118.4575,1,"0","Midnight","Friday"
230705565,2023-01-28,2023-01-27,1920,7,"Wilshire",734,1,330,"BURGLARY FROM VEHICLE",39,"M","W",101,"STREET","IC","Invest Cont","FAIRFAX                      AV",34.0657,-118.3614,1,"0","Evening","Friday"
240117470,2024-08-23,2024-08-22,1830,1,"Central",162,1,330,"BURGLARY FROM VEHICLE",46,"M","H",108,"PARKING LOT","IC","Invest Cont","700 S  HOPE                         ST",34.048,-118.2577,1,"0","Afternoon","Thursday"
231317830,2023-09-24,2023-09-24,200,13,"Newton",1321,1,330,"BURGLARY FROM VEHICLE",23,"F","H",252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)","IC","Invest Cont","2100 S  OLIVE                        ST",34.0303,-118.2689,0,"0","Midnight","Sunday"
242009057,2024-05-17,2024-05-16,1737,20,"Olympic",2019,1,330,"BURGLARY FROM VEHICLE",50,"M","H",101,"STREET","IC","Invest Cont","100 N  WESTMORELAND                 AV",34.0735,-118.2879,1,"0","Afternoon","Thursday"
210121133,2021-11-26,2021-11-25,2130,1,"Central",111,1,330,"BURGLARY FROM VEHICLE",27,"F","H",101,"STREET","IC","Invest Cont","800 W  CESAR E CHAVEZ               AV",34.0613,-118.2446,1,"0","Evening","Thursday"
231316299,2023-08-28,2023-08-26,2330,13,"Newton",1317,1,330,"BURGLARY FROM VEHICLE",37,"M","W",101,"STREET","IC","Invest Cont","1700 E  16TH                         ST",34.0233,-118.2424,2,"1","Evening","Saturday"
230212869,2023-06-06,2023-06-06,1530,2,"Rampart",237,1,330,"BURGLARY FROM VEHICLE",29,"M","H",101,"STREET","IC","Invest Cont","1300    EMERALD                      DR",34.0594,-118.2599,0,"0","Afternoon","Tuesday"
210613018,2021-07-20,2021-07-19,1500,6,"Hollywood",647,1,330,"BURGLARY FROM VEHICLE",28,"F","O",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont","1600    VINE                         ST",34.0998,-118.3267,1,"0","Afternoon","Monday"
232006489,2023-02-28,2023-02-28,1150,20,"Olympic",2025,1,330,"BURGLARY FROM VEHICLE",44,"M","O",108,"PARKING LOT","IC","Invest Cont","300 S  ALEXANDRIA                   AV",34.069,-118.2979,0,"0","Morning","Tuesday"
201512715,2020-07-16,2020-07-15,1810,15,"N Hollywood",1535,1,330,"BURGLARY FROM VEHICLE",51,"M","W",108,"PARKING LOT","IC","Invest Cont","5600 N  LANKERSHIM                   BL",34.1726,-118.3793,1,"0","Afternoon","Wednesday"
221114040,2022-09-19,2022-09-16,1700,11,"Northeast",1158,1,330,"BURGLARY FROM VEHICLE",35,"M","H",101,"STREET","IC","Invest Cont","GLENALBYN",34.0917,-118.213,3,"1","Afternoon","Friday"
222008989,2022-03-24,2022-03-24,945,20,"Olympic",2027,1,330,"BURGLARY FROM VEHICLE",30,"M","H",108,"PARKING LOT","IC","Invest Cont","3400    WILSHIRE                     BL",34.0636,-118.296,0,"0","Morning","Thursday"
210112940,2021-07-04,2021-07-04,1010,1,"Central",134,1,330,"BURGLARY FROM VEHICLE",46,"M","O",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont","300 S  HILL                         ST",34.051,-118.2497,0,"0","Morning","Sunday"
201407549,2020-03-02,2020-03-02,500,14,"Pacific",1476,1,330,"BURGLARY FROM VEHICLE",37,"F","B",108,"PARKING LOT","IC","Invest Cont","8000 S  SEPULVEDA                    BL",33.9645,-118.4006,0,"0","Morning","Monday"
240105805,2024-01-26,2024-01-23,1300,1,"Central",121,1,330,"BURGLARY FROM VEHICLE",41,"M","A",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont","900 W  TEMPLE                       ST",34.0607,-118.2494,3,"1","Afternoon","Tuesday"
240905468,2024-02-10,2024-02-10,300,9,"Van Nuys",979,1,330,"BURGLARY FROM VEHICLE",36,"F","A",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont","4600    FULTON                       AV",34.154,-118.4225,0,"0","Midnight","Saturday"
242005176,2024-01-28,2024-01-27,2300,20,"Olympic",2022,1,330,"BURGLARY FROM VEHICLE",31,"F","K",101,"STREET","IC","Invest Cont","400 S  GRAMERCY                     PL",34.0671,-118.3128,1,"0","Evening","Saturday"
231221456,2023-10-16,2023-10-16,325,12,"77th Street",1218,1,330,"BURGLARY FROM VEHICLE",25,"F","C",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","5200 S  VERMONT                      AV",33.9951,-118.2915,0,"0","Midnight","Monday"
220612183,2022-06-19,2022-06-19,130,6,"Hollywood",646,1,330,"BURGLARY FROM VEHICLE",23,"F","W",108,"PARKING LOT","IC","Invest Cont","1500 N  CAHUENGA                     BL",34.098,-118.3295,0,"0","Midnight","Sunday"
201505270,2020-01-26,2020-01-23,1900,15,"N Hollywood",1548,1,330,"BURGLARY FROM VEHICLE",23,"F","B",707,"GARAGE/CARPORT","IC","Invest Cont","11000    MAGNOLIA                     BL",34.1667,-118.3702,3,"1","Evening","Thursday"
230305114,2023-01-23,2023-01-22,810,3,"Southwest",362,1,330,"BURGLARY FROM VEHICLE",26,"F","B",707,"GARAGE/CARPORT","IC","Invest Cont","3800    POTOMAC                      AV",34.016,-118.346,1,"0","Morning","Sunday"
230121158,2023-10-04,2023-09-24,1110,1,"Central",195,1,330,"BURGLARY FROM VEHICLE",28,"M","A",101,"STREET","IC","Invest Cont","15TH                         ST",34.0354,-118.264,10,"1","Morning","Sunday"
230109714,2023-04-01,2023-03-28,2023,1,"Central",152,1,330,"BURGLARY FROM VEHICLE",21,"M","H",108,"PARKING LOT","IC","Invest Cont","600 S  OLIVE                        ST",34.048,-118.2542,4,"1","Evening","Tuesday"
240206278,2024-02-13,2024-02-12,2035,2,"Rampart",204,1,330,"BURGLARY FROM VEHICLE",29,"M","W",116,"OTHER/OUTSIDE","IC","Invest Cont","3300    LARISSA                      DR",34.0861,-118.2762,1,"0","Evening","Monday"
231404096,2022-12-30,2022-12-30,1245,14,"Pacific",1487,1,330,"BURGLARY FROM VEHICLE",48,"F","B",108,"PARKING LOT","IC","Invest Cont","LA TIJERA                    BL",33.9572,-118.3962,0,"0","Afternoon","Friday"
230707012,2023-03-12,2023-03-11,2030,7,"Wilshire",769,1,330,"BURGLARY FROM VEHICLE",23,"F","A",101,"STREET","IC","Invest Cont","PICO                         BL",34.0474,-118.3224,1,"0","Evening","Saturday"
201109119,2020-05-07,2020-05-06,1900,11,"Northeast",1172,1,330,"BURGLARY FROM VEHICLE",49,"F","A",108,"PARKING LOT","IC","Invest Cont","2300    FARGO                        ST",34.0929,-118.2608,1,"0","Evening","Wednesday"
220117184,2022-07-26,2022-07-25,1300,1,"Central",142,1,330,"BURGLARY FROM VEHICLE",41,"M","J",122,"VEHICLE, PASSENGER/TRUCK","IC","Invest Cont","300 S  FIGUEROA                     ST",34.055,-118.2546,1,"0","Afternoon","Monday"
200814568,2020-09-27,2020-09-26,2000,8,"West LA",853,1,330,"BURGLARY FROM VEHICLE",22,"M","A",707,"GARAGE/CARPORT","IC","Invest Cont","1800    COLBY                        AV",34.0403,-118.4487,1,"0","Evening","Saturday"
241911357,2024-09-03,2024-09-02,1950,19,"Mission",1901,1,330,"BURGLARY FROM VEHICLE",31,"M","H",101,"STREET","IC","Invest Cont","16600    FOOTHILL                     BL",34.3197,-118.4926,1,"0","Evening","Monday"
211218257,2021-08-23,2021-08-20,300,12,"77th Street",1257,1,330,"BURGLARY FROM VEHICLE",31,"F","B",102,"SIDEWALK","IC","Invest Cont","900 W  76TH                         ST",33.9708,-118.2888,3,"1","Midnight","Friday"
200404186,2020-01-05,2020-01-05,1145,4,"Hollenbeck",453,1,330,"BURGLARY FROM VEHICLE",53,"M","H",101,"STREET","IC","Invest Cont","BOYLE",34.0512,-118.2176,0,"0","Morning","Sunday"
221416880,2022-09-25,2022-09-25,700,14,"Pacific",1406,1,330,"BURGLARY FROM VEHICLE",53,"M","W",108,"PARKING LOT","IC","Invest Cont","3400    MENTONE                      AV",34.0271,-118.4106,0,"0","Morning","Sunday"
201310544,2020-05-08,2020-05-07,1234,13,"Newton",1351,1,330,"BURGLARY FROM VEHICLE",22,"M","H",103,"ALLEY","IC","Invest Cont","300 W  MARTIN LUTHER KING JR        BL",34.0111,-118.2786,1,"0","Afternoon","Thursday"
220124074,2022-11-06,2022-11-06,1308,1,"Central",158,1,330,"BURGLARY FROM VEHICLE",34,"M","H",101,"STREET","IC","Invest Cont","7TH                          ST",34.0351,-118.2386,0,"0","Afternoon","Sunday"
230115276,2023-07-03,2023-07-02,1100,1,"Central",162,1,330,"BURGLARY FROM VEHICLE",21,"M","W",108,"PARKING LOT","IC","Invest Cont","800 S  GRAND                        AV",34.0459,-118.2579,1,"0","Morning","Sunday"
201916886,2020-11-14,2020-11-14,130,19,"Mission",1901,1,330,"BURGLARY FROM VEHICLE",43,"M","H",101,"STREET","IC","Invest Cont","BRIDLE RIDGE                 RD",34.3224,-118.4827,0,"0","Midnight","Saturday"
210111343,2021-06-04,2021-06-04,1250,1,"Central",128,1,330,"BURGLARY FROM VEHICLE",31,"M","W",108,"PARKING LOT","IC","Invest Cont","300 E  2ND                          ST",34.0498,-118.24,0,"0","Afternoon","Friday"
201810945,2020-05-10,2020-05-10,1200,18,"Southeast",1801,1,330,"BURGLARY FROM VEHICLE",52,"F","H",101,"STREET","IC","Invest Cont","800 W  94TH                         ST",33.9555,-118.2871,0,"0","Afternoon","Sunday"
232009394,2023-05-07,2023-02-17,2200,20,"Olympic",2027,1,330,"BURGLARY FROM VEHICLE",32,"M","A",707,"GARAGE/CARPORT","IC","Invest Cont","500 S  KENMORE                      AV",34.0654,-118.2966,79,"1","Evening","Friday"
200814971,2020-10-07,2020-10-06,1200,8,"West LA",805,1,330,"BURGLARY FROM VEHICLE",70,"M","W",101,"STREET","IC","Invest Cont","1000    CASIANO                      RD",34.0819,-118.4719,1,"0","Afternoon","Tuesday"
210215814,2021-10-07,2021-10-07,900,2,"Rampart",231,1,330,"BURGLARY FROM VEHICLE",53,"M","W",501,"SINGLE FAMILY DWELLING","AA","Adult Arrest","DILLON",34.0721,-118.2818,0,"0","Morning","Thursday"
221807664,2022-03-17,2022-03-07,1600,18,"Southeast",1834,1,330,"BURGLARY FROM VEHICLE",44,"M","B",101,"STREET","AO","Adult Other","10600 S  CENTRAL                      AV",33.9398,-118.2611,10,"1","Afternoon","Monday"
220705293,2022-02-04,2022-02-03,1730,7,"Wilshire",721,1,330,"BURGLARY FROM VEHICLE",68,"F","W",416,"THE BEVERLY CENTER","IC","Invest Cont","8500    BEVERLY                      BL",34.0761,-118.3766,1,"0","Afternoon","Thursday"
222009470,2022-05-04,2022-05-02,2000,20,"Olympic",2023,1,330,"BURGLARY FROM VEHICLE",27,"F","B",101,"STREET","IC","Invest Cont","400 S  KINGSLEY                     DR",34.0672,-118.3028,2,"1","Evening","Monday"
201912118,2020-07-11,2020-07-10,2000,19,"Mission",1984,1,330,"BURGLARY FROM VEHICLE",61,"M","H",707,"GARAGE/CARPORT","IC","Invest Cont","8500    CEDROS                       AV",34.2265,-118.4565,1,"0","Evening","Friday"
200315150,2020-08-01,2020-07-31,1630,3,"Southwest",317,1,330,"BURGLARY FROM VEHICLE",39,"M","H",101,"STREET","IC","Invest Cont","2200 S  CATALINA                     ST",34.0356,-118.2943,1,"0","Afternoon","Friday"
201916318,2020-10-28,2020-10-27,200,19,"Mission",1906,1,330,"BURGLARY FROM VEHICLE",31,"M","H",101,"STREET","IC","Invest Cont","GARRICK                      AV",34.3218,-118.4233,1,"0","Midnight","Tuesday"
200610852,2020-06-01,2020-05-29,1100,6,"Hollywood",659,1,330,"BURGLARY FROM VEHICLE",25,"M","B",101,"STREET","IC","Invest Cont","5100    FOUNTAIN                     AV",34.0966,-118.3049,3,"1","Morning","Friday"
200910910,2020-06-11,2020-03-26,1454,9,"Van Nuys",974,1,330,"BURGLARY FROM VEHICLE",36,"M","W",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont","4600    VISTA DEL MONTE              AV",34.1548,-118.4499,77,"1","Afternoon","Thursday"
221610753,2022-07-24,2022-07-23,1930,16,"Foothill",1685,1,330,"BURGLARY FROM VEHICLE",40,"M","H",101,"STREET","IC","Invest Cont","8000    LANKERSHIM                   BL",34.2173,-118.3835,1,"0","Evening","Saturday"
200807182,2020-03-10,2020-02-28,2330,8,"West LA",842,1,330,"BURGLARY FROM VEHICLE",24,"M","W",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont","1400    BARRY                        AV",34.0467,-118.4572,11,"1","Evening","Friday"
230117154,2023-08-01,2023-08-01,1545,1,"Central",192,1,330,"BURGLARY FROM VEHICLE",28,"F","B",108,"PARKING LOT","IC","Invest Cont","1400 S  FIGUEROA                     ST",34.0391,-118.269,0,"0","Afternoon","Tuesday"
221015447,2022-10-18,2022-10-16,500,10,"West Valley",1037,1,330,"BURGLARY FROM VEHICLE",51,"F","W",501,"SINGLE FAMILY DWELLING","IC","Invest Cont","17500    HAYNES                       ST",34.1894,-118.5142,2,"1","Morning","Sunday"
230116102,2023-07-15,2023-07-07,1500,1,"Central",182,1,330,"BURGLARY FROM VEHICLE",25,"F","A",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont","1200 S  FIGUEROA                     ST",34.0419,-118.2669,8,"1","Afternoon","Friday"
221417083,2022-08-29,2022-08-25,1200,14,"Pacific",1488,1,330,"BURGLARY FROM VEHICLE",63,"M","W",108,"PARKING LOT","IC","Invest Cont","5700 W  CENTURY                      BL",33.9456,-118.3797,4,"1","Afternoon","Thursday"
210315033,2021-08-28,2021-08-27,2100,3,"Southwest",398,1,330,"BURGLARY FROM VEHICLE",30,"M","B",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont","600 W  40TH                         PL",34.0106,-118.2842,1,"0","Evening","Friday"
211905526,2020-12-15,2020-12-14,1800,19,"Mission",1985,1,330,"BURGLARY FROM VEHICLE",22,"F","F",108,"PARKING LOT","IC","Invest Cont","8500    TOBIAS                       AV",34.2248,-118.4517,1,"0","Afternoon","Monday"
230917850,2023-12-23,2023-12-23,1100,9,"Van Nuys",964,1,330,"BURGLARY FROM VEHICLE",73,"F","W",108,"PARKING LOT","IC","Invest Cont","14200    HUSTON                       ST",34.1594,-118.4421,0,"0","Morning","Saturday"
221207966,2022-03-02,2022-02-19,2330,12,"77th Street",1243,1,330,"BURGLARY FROM VEHICLE",39,"F","B",101,"STREET","IC","Invest Cont","W  GAGE                         AV",33.9819,-118.3095,11,"1","Evening","Saturday"
200618590,2020-11-27,2020-11-27,1830,6,"Hollywood",636,1,330,"BURGLARY FROM VEHICLE",42,"M","W",101,"STREET","IC","Invest Cont","LAS PALMAS",34.1034,-118.3325,0,"0","Afternoon","Friday"
230605348,2023-01-22,2023-01-21,2030,6,"Hollywood",645,1,330,"BURGLARY FROM VEHICLE",27,"F","C",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont","1300 N  ORANGE                       DR",34.0943,-118.3415,1,"0","Evening","Saturday"
201513557,2020-08-05,2020-08-03,540,15,"N Hollywood",1553,1,330,"BURGLARY FROM VEHICLE",44,"M","O",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont","11900    KLING                        ST",34.1558,-118.3943,2,"1","Morning","Monday"
231016371,2023-10-29,2023-10-27,2200,10,"West Valley",1023,1,330,"BURGLARY FROM VEHICLE",28,"M","H",101,"STREET","IC","Invest Cont","19000    BASSETT                      ST",34.1955,-118.547,2,"1","Evening","Friday"
231311784,2023-06-05,2023-06-02,2145,13,"Newton",1317,1,330,"BURGLARY FROM VEHICLE",22,"M","K",108,"PARKING LOT","IC","Invest Cont","1700 E  16TH                         ST",34.0233,-118.2424,3,"1","Evening","Friday"
200111828,2020-05-18,2020-03-17,1635,1,"Central",182,1,330,"BURGLARY FROM VEHICLE",34,"F","B",123,"PARKING UNDERGROUND/BUILDING","IC","Invest Cont","GRAND                        AV",34.0416,-118.262,62,"1","Afternoon","Tuesday"
200815461,2020-10-20,2020-10-20,830,8,"West LA",854,1,330,"BURGLARY FROM VEHICLE",63,"F","W",707,"GARAGE/CARPORT","IC","Invest Cont","PONTIUS                      AV",34.0501,-118.4472,0,"0","Morning","Tuesday"
200807075,2020-03-08,2020-03-07,2000,8,"West LA",898,1,330,"BURGLARY FROM VEHICLE",28,"M","W",101,"STREET","IC","Invest Cont","BEVERLYWOOD",34.0374,-118.3842,1,"0","Evening","Saturday"
201408753,2020-03-23,2020-03-06,1500,14,"Pacific",1474,1,330,"BURGLARY FROM VEHICLE",27,"M","O",717,"HEALTH SPA/GYM","IC","Invest Cont","MANCHESTER",33.9598,-118.4193,17,"1","Afternoon","Friday"
201406135,2020-02-06,2020-02-03,2113,14,"Pacific",1456,1,330,"BURGLARY FROM VEHICLE",56,"F","W",101,"STREET","IC","Invest Cont","GRAND VIEW",33.9955,-118.4232,3,"1","Evening","Monday"
242110739,2024-08-02,2024-07-31,800,21,"Topanga",2157,1,330,"BURGLARY FROM VEHICLE",45,"M","W",101,"STREET","IC","Invest Cont","6600    INDEPENDENCE                 AV",34.1904,-118.5906,2,"1","Morning","Wednesday"
220204967,2022-01-21,2022-01-19,2030,2,"Rampart",289,1,330,"BURGLARY FROM VEHICLE",61,"M","B",108,"PARKING LOT","IC","Invest Cont","1100    BLAINE                       ST",34.0453,-118.2715,2,"1","Evening","Wednesday"
220222373,2022-12-29,2022-12-28,2040,2,"Rampart",235,1,330,"BURGLARY FROM VEHICLE",39,"F","A",707,"GARAGE/CARPORT","IC","Invest Cont","2200 W  COURT                        ST",34.0697,-118.2697,1,"0","Evening","Wednesday"
